ticket_id,customer_id,issue_type,ticket_created,ticket_resolved,resolution_time_hours,sentiment,support_agent
272ae23d-013b-4984-8451-a430d2db67fe,b0388a0a-e588-4100-887c-b635193590c3,product,2023-12-06T05:22:36,2023-12-07T04:22:36,23.0,negative,Briana Garcia
f166a3ff-d1ae-485f-a22e-be68db5b7712,a131c450-7006-4772-9789-f5c1652efda2,delay,2024-01-31T00:00:00,2024-10-08T12:37:50,6036.6,negative,Clayton Palmer Jr
53391c8c-eabb-4c97-9f35-34a43bd7bb7c,a5623697-e21c-420e-a91a-f6656df24ded,product,2024-01-24T02:36:03,2024-01-29T18:36:03,136.0,neutral,Charles Williams
d74a129c-9661-431a-88fd-346c9b114162,5d4e1b1c-e9d9-4c0c-8c39-142dc1f5f5c7,delay,2024-10-10T03:25:47,2024-10-17T12:25:47,177.0,positive,Sandra Diaz
eec7d60f-ca45-47e8-8bc9-5b1489958add,aafa7b0d-5d2b-48e9-a2e6-2d248cf1e6f8,delay,2024-01-16T05:19:58,2024-01-23T05:19:58,168.0,negative,Margaret Morse
bdfdfc6f-896e-4b55-8ae2-f959c34c6dfc,2a9e2ec8-be6b-432b-9799-725a571d9b43,product,2024-07-18T21:57:13,2024-07-28T00:57:13,219.0,negative,Jacob Blake
36474b1d-8e71-4745-9d9b-1e083e00abb3,9bb5e2a2-73e1-43b5-a034-0bcd91844b04,refund,2025-03-27T16:47:17,2025-04-02T12:47:17,140.0,negative,Cody Lyons
2f2f9761-d782-4296-9c49-3672d6638424,02de53f2-f903-4686-9d4a-e44c7a76c09d,refund,2025-02-10T09:20:39,2025-02-19T12:20:39,219.0,neutral,Teresa Davis
4cb20a6d-a38d-4903-b03b-c46656f09db6,4ceb3703-cfc0-4ef7-b142-80ae26569c42,product,2024-12-30T14:20:32,2024-12-31T10:20:32,20.0,negative,Stephen Gomez
1ade54d5-bd1d-4925-9172-04ccc72b5fc2,9090210f-7e13-41ea-a61c-2c3f1de8168c,product,2025-03-28T20:58:12,2025-04-03T16:58:12,140.0,neutral,Julie Williams
d7cbc648-cf1f-49b1-bdaa-35b685d0369f,432dc3a4-cbe0-40e5-b3d4-5249ef00f88f,refund,2024-01-31T00:00:00,2024-04-25T01:36:02,2041.6,neutral,Yvonne Galvan
b009b843-4e07-4c2d-9d05-90507cafd38c,64f36022-eccb-473e-a134-6f5d756811c3,refund,2024-04-18T14:13:07,2024-04-23T23:13:07,129.0,neutral,Jacob Edwards
8c0d84ac-4707-40fc-943a-f31a2b8b7ea9,33a3991d-58f3-4b32-ab12-102dded9370f,refund,2025-08-06T02:29:20,2025-08-09T09:29:20,79.0,negative,Michael Zavala
21efe70a-96a0-4bf6-8330-f1d0401606bc,83d8e7c2-9d4b-4ab5-aced-434a4c9163d3,delay,2024-02-12T21:39:13,2024-02-20T05:39:13,176.0,positive,Derek Stewart
72b02e51-fd36-4a13-a61e-c9f6e592f13a,3309c597-d858-4f86-9ab3-3921b666c61b,refund,2024-10-01T21:53:56,2024-10-04T04:53:56,55.0,negative,Grace Evans
35d69121-44da-4f3a-9929-520010a79b51,0c15d282-960e-4626-bb65-ae31cd9367ab,refund,2025-10-10T18:41:04,2025-10-13T13:41:04,67.0,negative,Andrea Morales
86670f24-7fe2-4990-aa6e-75302d604183,9abecb7e-f8ff-47ce-b102-f09a26052369,delay,2024-02-23T12:00:47,2024-02-25T15:00:47,51.0,positive,Felicia Rodgers
73b67e5c-5999-442e-9a83-65e095c5be86,88904c46-468c-4982-86cf-d68e5c9a6af5,refund,2025-03-30T21:28:30,2025-04-07T17:28:30,188.0,neutral,Emily Banks
a1f269ac-628b-45c0-835b-9132bcc9c74e,05adb8b0-1169-4afc-a630-1fbad9bee466,refund,2025-09-12T06:14:31,2025-09-20T01:14:31,187.0,negative,Robert Smith
7298717a-f310-4f43-925c-aad0e4bc7cb4,3cc18cfd-7b19-4eec-856f-07c9b6645aa1,product,2025-01-16T01:07:55,2025-01-17T16:07:55,39.0,neutral,Anthony Davis
b012baea-0151-40d4-a6dc-6fde90b8bd19,443ce36b-86a8-40e3-ba06-1eed8ba0fa0c,delay,2025-03-30T01:17:04,2025-04-07T12:17:04,203.0,positive,Isaac Grant
5a666f7e-d402-4e03-9a27-222cee5dc1c5,aa939fbe-6c6b-4164-abd7-75db663c3480,refund,2025-11-19T07:55:44,2025-11-21T21:55:44,62.0,negative,Marisa Cook
4ccd5e48-2f96-48ca-b670-18f04eb0ebfd,2dbaae76-8b42-4601-9d0a-7cf5f9e067db,refund,2024-02-25T10:22:05,2024-02-25T13:22:05,3.0,neutral,Caleb White
1e24d0c8-2ebd-4e30-8ef1-20affcb28784,63c6efd6-8bb8-4c94-bbb7-b783ad335956,product,2024-05-19T18:02:23,2024-05-23T17:02:23,95.0,negative,Heather Parker
1cf8124e-8b25-4ce0-8a42-417ad4fecdbf,3da555b8-9c1c-453d-9e6d-6822300b8601,product,2024-05-28T03:27:18,2024-05-28T21:27:18,18.0,positive,Ruth Morris
2a6b0cbc-1d27-4b18-b493-a84b1c75981d,ade09e8f-c189-4e6c-b8de-436411fd94ca,delay,2025-03-10T21:50:17,2025-03-17T11:50:17,158.0,neutral,Felicia Glover
55cd50a1-9f01-4650-819d-567c82370811,d124539c-87d2-4f26-b135-3fd56b18ae8d,delay,2024-10-31T17:16:02,2024-11-04T06:16:02,85.0,neutral,Michael Simon
665c3e23-4cf3-4997-ad79-a95996d316cc,87ec90ce-b977-4563-9a3c-bc07337062ee,refund,2024-05-18T10:47:03,2024-05-27T15:47:03,221.0,negative,David Jones
7c80b358-69da-42b6-9903-d05df4fb33e9,44d75b39-5eca-4072-bd1b-1432e10e4dea,payment,2024-01-31T00:00:00,2024-02-03T14:00:00,86.0,positive,Bradley Chase
8983aed4-0262-4a38-bd9e-9cbdcea57b3c,9e1d388d-c208-4c87-bd6c-bfe96920a996,delay,2025-03-16T04:40:21,2025-03-23T03:40:21,167.0,positive,Scott Larson
827390a4-9964-4a17-9c9f-4868b2cd0540,3a827628-888d-4580-a1ff-d5877b3c7ec8,payment,2024-09-17T08:09:48,2024-09-18T11:09:48,27.0,positive,Michael Faulkner
8a3b7124-8002-41e4-a71d-65cd6d9f0c69,bb85ab3f-733c-4d08-a875-9ce3cd784d8d,payment,2024-01-31T00:00:00,2024-04-20T01:06:48,1921.1,positive,Jennifer Ray
c5723057-ee20-44a3-a646-4593e8f7ef5c,a0ff8109-5115-4217-8631-70f670bceb20,product,2025-10-20T03:46:20,2025-10-28T05:46:20,194.0,neutral,Samantha Ross
6c14d127-83fa-4a19-af81-a5bd071caa0c,0914f66e-ecf3-428f-8641-d21d457ca59d,product,2025-05-02T05:10:13,2025-05-08T17:10:13,156.0,neutral,Edward Gregory
0f90cb1c-0e39-4bdd-8f41-b518bb1fed90,5032a125-7040-4a2e-b2ff-640de71bb053,payment,2025-02-08T12:08:51,2025-02-15T12:08:51,168.0,neutral,Amanda Dyer
338ef1cd-c4e6-4e14-b1dd-682c687b9284,f48e7369-22e3-44ec-9f87-0940d5bd6522,delay,2025-07-08T03:02:21,2025-07-15T19:02:21,184.0,neutral,Andrea Green--
33b7fecf-7f0b-4952-8fda-b84d024af695,49814089-254b-4308-9acc-59bbbe3f8cce,product,2024-07-15T19:53:29,2024-07-17T22:53:29,51.0,neutral,Briana Garcia
ee755035-0d48-4cc3-8972-3d39dc95b1a1,927a7f06-640f-48ce-9249-c1c5aaa6091c,payment,2025-03-25T15:05:41,2025-03-29T11:05:41,92.0,positive,Sandra Diaz
6f92e898-37a7-453c-8f6e-f46374ee5687,71c07fc4-8917-4963-a34f-3889bb488677,delay,2025-08-05T16:01:38,2025-08-11T14:01:38,142.0,positive,Scott Larson
4b86da9e-5a62-4667-8c46-0467aa019adf,c5fd22ea-dd72-47e4-9b03-2338aef85add,payment,2025-03-09T02:08:32,2025-03-17T23:08:32,213.0,negative,Kevin Schneider
02cad2d1-0c9c-46ed-a9f9-5bd77068f6e4,4bd0d2bb-e96e-4469-8681-c7684e3ee62c,product,2024-07-24T21:34:39,2024-07-29T08:34:39,107.0,positive,Lori Cain
c05ed729-e973-46f1-96a3-488cff01c721,08c7f2ac-4768-4245-8f20-944bd3ec3c52,payment,2023-12-12T01:08:07,2023-12-20T17:08:07,208.0,positive,Courtney Bailey
8c95b10e-3ad6-483c-b849-ea5d5a625174,d09c09dc-59d2-4e98-8cea-5aecfbb1db00,delay,2025-05-31T16:29:57,2025-06-06T12:29:57,140.0,neutral,Laura Shaw--
a8d4776f-28fb-4fa3-abdb-ef00fe84a285,d94f4e8e-8cdc-471f-9c94-60f92c5597ed,payment,2023-12-28T06:05:20,2023-12-31T21:05:20,87.0,negative,Makayla Pugh
f3581b9a-7161-4074-8307-c8d6fbb45b78,f428cd57-d8e2-4a43-a236-bd7184aed9ee,payment,2025-07-28T10:58:51,2025-08-06T05:58:51,211.0,neutral,Katherine Hunt
3f99d39d-fbf8-4e3b-b30e-1cffb45ef11d,63e0b2ef-c88b-450d-9aa6-cedd9b58c4c9,delay,2024-06-02T07:30:53,2024-06-12T02:30:53,235.0,neutral,Deanna Smith
2ed450af-02f1-4a9b-8a95-7e01fd8d5007,f83ae920-e23e-449b-8f98-842fdee3e8ca,product,2024-06-15T03:47:19,2024-06-17T22:47:19,67.0,positive,Anthony Sanchez
c3eb05fc-db77-4dfb-a06f-2a6e12a64780,2b0ee56e-1d57-4385-81c5-cb235741b248,payment,2024-01-31T00:00:00,2024-03-26T05:04:25,1325.1,negative,Sandra Diaz
d1d0a4af-f09d-409e-bdee-d1983a8092fa,12a7ebbf-32d4-434d-bd39-7d57e2b7e572,product,2024-04-07T00:25:48,2024-04-13T23:25:48,167.0,neutral,William Murray
d9b741e5-35d6-46ae-af9e-afe789cd412c,6af086fb-98b1-4d43-b7ba-667c9493161a,payment,2025-04-04T20:18:32,2025-04-12T13:18:32,185.0,neutral,Michele Clark
39739f53-d16c-43f8-bdd6-d79adef29bba,646c3d19-2f40-4cc2-8f96-c9060c1bfdbe,delay,2025-08-01T21:19:51,2025-08-02T07:19:51,10.0,positive,Jaime Parrish--
9fa9b616-57b0-4861-9f83-f70b2de5f99c,6615f514-24c0-490e-a15b-63714a8e4268,product,2025-11-14T03:06:23,2025-11-20T13:06:23,154.0,neutral,Robert Anderson
06504f8a-9fcf-468d-a8f0-e3d09f7ef9a4,a21ce457-3c93-4535-916f-53be484c741a,refund,2024-12-07T10:36:42,2024-12-09T02:36:42,40.0,negative,Tara Simmons--
7256ad93-48ab-4fbb-b5d6-34d89bb1d001,f946357e-ec5e-44f2-a18f-4364a672265b,payment,2024-11-25T23:09:50,2024-12-03T00:09:50,169.0,neutral,Heather Parker
76a6ea6b-7e71-4b5d-8beb-8c472ad587b4,97ec0733-493c-4d3c-a80d-3cfa2bf4b2f6,refund,2024-11-11T19:49:09,2024-11-13T23:49:09,52.0,positive,Erik Thompson
3e23f913-46c5-4c21-9fb9-53e5bad4fea9,d8d66c0a-958b-465b-bb4c-1a0da5bf18a7,delay,2025-03-02T11:07:30,2025-03-10T06:07:30,187.0,neutral,Stephen Gomez
1f9a54ba-1248-4a83-b1db-6b3670708018,a9bde9e3-9278-4633-9326-9d10284131ad,product,2024-01-31T00:00:00,2024-04-03T20:16:00,1532.3,neutral,Stephanie King
b2bd0581-92fc-415b-b1d3-fcc4af75c811,3e3ba12e-203c-4382-957a-7c794020e133,delay,2024-06-16T21:49:27,2024-06-25T15:49:27,210.0,negative,Anthony Skinner
985cb6b6-e100-4b98-8257-7a81d799d856,1e6e40cb-b9c4-4bd7-95fa-18fd3bfb2aab,delay,2025-04-12T23:39:28,2025-04-19T22:39:28,167.0,positive,Christopher Bush
7bfdcded-1006-4ef0-9daa-67138b3d0b6e,364a8151-8631-4261-8a73-5fb8cc5eea67,refund,2025-04-03T15:56:26,2025-04-04T03:56:26,12.0,negative,Terry Taylor
0795cf23-a6e8-4407-ba21-8c36a71b5145,688d8e7e-d70a-4206-b297-000255764875,delay,2024-12-20T06:02:59,2024-12-23T09:02:59,75.0,neutral,Aaron Mcpherson
5516a2de-8506-478a-af06-38273710dab0,9b75d828-f1f8-4552-855f-f8e70fdf902b,product,2024-01-31T00:00:00,2025-06-23T14:38:18,12230.6,positive,Derek Stewart
bc0cbd5a-c038-49cd-b112-f86be6602ed2,84ad4ebc-a509-4215-879f-673f207344fc,refund,2025-04-26T00:19:22,2025-04-28T21:19:22,69.0,neutral,Grace Evans
3e3bf66b-3ef4-41f7-b879-18e28ce2eccc,aa18e1b6-0f97-429d-8baa-3567f908d49b,refund,2025-04-14T20:29:01,2025-04-15T15:29:01,19.0,positive,Nancy Richardson
810ed6c1-ff3d-4d78-8ee5-6991e5ae6f01,2b1345b8-ab8f-4658-99b8-ab823bba8c1a,refund,2024-07-17T21:59:20,2024-07-20T04:59:20,55.0,positive,Curtis Martin
f3c7f943-7294-4f76-968f-67f68b32db90,d3ab53ca-b22b-4ae6-937c-3bb20789e2a1,refund,2024-11-25T04:12:48,2024-11-26T05:12:48,25.0,negative,Erica Griffin--
df30feba-1e9b-40f4-959f-fe1aa461b84e,45b7fbdc-aff0-4f6d-8951-57a52fc042af,refund,2024-03-08T21:53:10,2024-03-16T02:53:10,173.0,positive,Norma Wyatt
c386b6d9-a634-4dae-9b09-3b447e41779e,11ce2332-8d16-4d56-9d22-143a92c991a0,refund,2025-07-30T21:40:21,2025-08-06T16:40:21,163.0,neutral,Natalie Hernandez
59a9e778-ca17-4f21-88e4-5ed43f92708a,a95e1564-f224-4bea-baca-daa93096c2d0,delay,2024-07-18T04:33:34,2024-07-23T12:33:34,128.0,positive,Richard Yu--
87b09b82-d35a-4ea1-aa36-a618f1e3294d,b1e0deb8-21d7-49ad-ab77-00e666d0d7bf,refund,2025-10-13T17:42:43,2025-10-20T08:42:43,159.0,negative,Michele Clark
7fdd251b-e8ca-4c80-b80c-7f46ef0550dc,a3f0ddea-13ee-4b3b-8fa5-2da2b12c4bcd,refund,2024-02-04T17:24:45,2024-02-08T00:24:45,79.0,neutral,Michael Morgan Dds
dd618e1f-2252-491a-8144-f18cc81a15f4,a37c5848-09d3-42a2-bb0c-c9dae91df768,delay,2024-01-27T01:00:00,2024-01-31T00:00:00,95.0,neutral,Thomas Larson
9c0d97fc-ef2f-4c6a-ab33-c918de728c78,7316f51c-4a76-4902-86be-19c6fe3ac702,refund,2024-02-21T21:13:23,2024-02-29T00:13:23,171.0,positive,Michael Simon
7e66857e-9a3d-454f-99a6-48f739f69f77,ec0cfb6e-fd5d-40ad-9cc3-fdc02cd393b6,refund,2025-07-27T11:55:51,2025-08-04T12:55:51,193.0,positive,Brian Rowe
444d6395-3573-4be6-9eaf-5417a5154da7,de95b602-85db-4d81-b702-37dce3386a1f,refund,2025-02-03T04:42:24,2025-02-09T05:42:24,145.0,negative,Lisa Osborne
ffbcbab5-be93-42d7-a8df-f85f990689ad,96d7288c-ced4-4e92-94c4-06212d7a042e,delay,2025-12-15T15:41:44,2025-12-21T01:41:44,130.0,neutral,Eric Moore
a5740798-efd2-4c1e-9991-3cec97400614,b3c12480-3dde-4b9b-b41a-b7b09ae5601a,payment,2024-01-31T00:00:00,2024-05-30T14:23:50,2894.4,neutral,Kevin Little
1eb0a3a8-9cf0-4534-a210-5877e80d5feb,03ee9228-76b6-4351-b0f8-e0d0895ed102,payment,2024-01-31T00:00:00,2024-01-31T00:00:00,0.0,positive,Christie Thomas
6ec3716f-f17d-4600-a99b-2be327b95ac5,a98a916c-ec18-4bf9-9e53-ef7e124ae968,product,2024-02-10T11:54:05,2024-02-11T14:54:05,27.0,negative,Anthony Johnson
f6777ddb-ed34-4425-bc02-d704e8b0b796,4eef9c6d-6681-4ada-8240-d99ff53ec3a8,payment,2024-05-26T10:34:59,2024-05-29T05:34:59,67.0,positive,Yvonne Galvan
7f462fc9-9942-4e28-b4eb-04dd99eb6e97,50b0c239-6c26-4fc8-a898-1d7b593ff5bc,product,2025-07-28T12:04:05,2025-07-31T22:04:05,82.0,positive,Aaron Mcpherson
c1699cf9-2d1d-4232-a386-dddb74a257ea,9b0e593f-ad99-4b59-8cba-a0acfcbc8370,payment,2025-02-10T06:09:04,2025-02-18T00:09:04,186.0,negative,Amy Johnson Dds
a958e46d-3cdc-4607-adc5-e9dd0190260a,fd555a3b-e556-4538-8e33-4fd2903190d6,payment,2025-06-06T05:28:54,2025-06-09T20:28:54,87.0,negative,Angela Hicks
c1a40ba6-273a-42e2-a84f-d8d9224b5977,cbb13be6-5ffa-41ab-95f7-1a8466b81939,product,2025-10-03T17:39:18,2025-10-13T05:39:18,228.0,positive,Grace Evans
70d9eddd-8fb2-41b6-95b1-457e1d533e6b,81dd8b8a-f512-4630-8c44-fda4c87ad5eb,product,2024-08-21T07:08:23,2024-08-31T01:08:23,234.0,negative,Eric Cooper
4568c22a-9ea8-499d-bd8a-3e0838eb2ceb,210583b6-3b05-411b-98f3-ec3336b98798,payment,2024-01-01T23:08:36,2024-01-03T07:08:36,32.0,neutral,Michael Peterson
ea8d38a4-269e-48c7-9bc7-0b86af409fdd,4b4f6978-deb0-4887-86dc-34b50cbe837b,payment,2025-03-27T16:43:58,2025-04-04T14:43:58,190.0,neutral,James Williams V
1acd404f-0b06-4cb3-a085-2dbff64c8608,a892ba50-ddb8-4552-b699-05ccd2cd181a,payment,2024-04-05T23:00:23,2024-04-07T12:00:23,37.0,negative,Amy Johnson Dds
eac38f08-49a1-41b6-9f3b-2f22d29f840a,2add3f8a-ca79-4d4d-a0a9-47de846242e4,refund,2024-01-31T00:00:00,2025-06-18T18:56:18,12114.9,negative,Natalie Collins
97d10c70-c84a-4023-861a-2ea61fd3e4d6,7aab1378-35af-4fb3-b3ac-2921b4eaee8a,delay,2025-04-04T00:56:28,2025-04-09T05:56:28,125.0,positive,Jonathan Alvarez
293d9759-89ea-418f-b27d-c6eea6d144a9,17234a60-500d-4753-b5d5-298e8dd489a1,refund,2025-01-21T13:58:37,2025-01-23T08:58:37,43.0,positive,Cynthia Tran
94ccd1a8-4f5c-43fb-ae46-dde459ec8936,ca37577f-4abc-4fae-a2f5-b1f0d77888d6,payment,2025-11-06T06:57:56,2025-11-10T22:57:56,112.0,positive,Jessica Ryan
a76218c2-88c4-48f9-a04d-635141730814,6f242b59-1328-4db3-9815-869b40cfce82,product,2024-10-15T19:59:20,2024-10-17T08:59:20,37.0,positive,Kathy Berry
2c48d606-ad5e-4896-81cd-cede2ad9ad36,c952bea4-1a37-4416-a3da-4fd2b671a028,delay,2024-10-05T17:39:02,2024-10-12T01:39:02,152.0,neutral,Heather Parker
051b5406-8756-4a7d-8c59-69fab0278dd4,6529edc3-61dc-4238-86a1-c5ab98d44736,refund,2024-03-24T16:44:52,2024-04-02T04:44:52,204.0,neutral,Samantha Allen
5385cea6-9a85-4d23-aed3-96aa9028dfe0,f89636f7-2899-4d07-a29e-8bf2fdd960b4,product,2024-08-14T13:30:50,2024-08-17T10:30:50,69.0,positive,Mr Alexander Ward
5dbbb870-a1c8-424b-929e-7b9444739175,5182198c-8900-4afa-a7ea-560e18655244,payment,2024-08-07T22:30:11,2024-08-11T18:30:11,92.0,neutral,Jacob Blake
9075a70d-7b3f-41bb-a16a-28ef24791b0a,9239ad04-5be8-46f9-b487-4d770fab4040,delay,2024-03-28T07:27:47,2024-03-31T09:27:47,74.0,negative,Thomas Anderson
141a62eb-8b83-48e5-a254-5a1e904451ac,5380d192-7bbd-4a83-abbc-d8267fa9bcd9,refund,2025-03-15T19:10:01,2025-03-24T18:10:01,215.0,neutral,Ryan Gardner
258ece57-05c0-4339-83a5-01007b6c3d08,972c708e-a5bb-4370-aa0f-787ad58dc6ac,refund,2025-06-20T20:06:59,2025-06-28T02:06:59,174.0,positive,Logan Young
640b9308-73bc-42b1-8091-7a5b539b2bd1,d4d43842-80b2-48ff-af1c-4e8f0eb2fe84,product,2024-05-11T13:35:00,2024-05-21T06:35:00,233.0,neutral,Richard Tran
85ed7e21-46fb-4821-8dbf-c391952b33e6,4d468351-3807-4fb9-97c3-14baaea98312,refund,2025-05-24T00:38:01,2025-05-27T05:38:01,77.0,neutral,Jason Marsh
5b49f8e2-144a-49ee-b5af-9ed32ce7be73,068becba-b2fe-4971-8364-2187e33793fa,product,2024-12-22T15:03:24,2024-12-23T17:03:24,26.0,neutral,Michele Clark--
e222df59-895c-47e3-9f07-7751953896c7,4a390926-9c69-4ce3-b185-8cc4ac6069a9,product,2025-06-14T08:05:52,2025-06-18T03:05:52,91.0,neutral,Deanna Smith--
ed46e749-b826-438a-bfa4-aa10c11e933d,6daf11c2-7edd-4b9a-9367-387246286a83,delay,2024-07-13T15:47:56,2024-07-19T04:47:56,133.0,negative,Elizabeth Hunter
a4f95edf-4a47-47e4-aaed-7853049eefdb,49b95d25-ca15-4334-a787-26a485de0dd8,product,2024-06-09T14:23:09,2024-06-14T03:23:09,109.0,positive,Natalie Hernandez
ef85324a-ad80-488d-b21e-59eb108bc4df,b6a4c1a7-aa6b-4ddd-8b80-5d446beff840,product,2024-01-27T23:35:25,2024-02-02T12:35:25,133.0,positive,Robert Ball
e5fda29b-37b7-46ad-9990-7d0d801860e9,5c09d6f5-2d4c-489e-b253-a59e102c3110,product,2024-01-31T00:00:00,2024-01-31T00:00:00,0.0,negative,Mrs Kim Lee
a4da7aad-f919-4584-afac-c4fa0effb317,4acda5b4-1c82-462b-a613-1ede729d1757,refund,2024-04-07T12:55:55,2024-04-11T09:55:55,93.0,neutral,Samantha Ross
1c8a7943-8aa8-4752-bca1-ad7526b4970c,e91a59d6-0eba-4a21-96dc-ae861e091d64,payment,2023-12-16T03:37:26,2023-12-21T15:37:26,132.0,neutral,Greg Sanchez
e24f4f69-1fc0-4b28-b2ee-a5c8e422ef98,ac729b82-fd4a-4bae-9c87-2ed87e2b1b29,refund,2023-12-03T21:33:47,2023-12-11T05:33:47,176.0,positive,Kevin Schneider
b62911bb-e958-4d1a-8512-fdd8a17e844f,526bdf75-4c56-49e7-a46a-609f470b1bcf,product,2024-05-16T03:38:35,2024-05-22T16:38:35,157.0,negative,Susan Rush
eb22c5ef-6d50-467f-a063-1dca18fa815f,4d67b73d-b05f-4113-b65b-1b04808b72db,delay,2025-06-15T16:02:15,2025-06-20T23:02:15,127.0,negative,Judy Barrera
b7d011f0-4636-4a95-873a-3f60d08e7755,c8072efa-7247-4413-84e9-e974f6bf54fc,product,2025-03-17T05:54:59,2025-03-19T18:54:59,61.0,negative,Andrea Morales
fdd17308-17b3-4973-8aca-372d599e06e2,341303da-8daa-41b4-b36c-09459260f1e3,delay,2024-08-13T16:01:01,2024-08-22T16:01:01,216.0,negative,Sarah Thomas
9562e998-a59f-4b44-b963-75a5bd2731a1,cfee2339-0192-4f3e-85ad-caf65338ff72,payment,2025-10-09T11:55:51,2025-10-10T16:55:51,29.0,positive,Hailey Stephens
e31f3718-b8e0-494c-b669-8564b2d7c292,132cb288-09bf-4f1a-a32f-a7e146ba1db7,product,2024-04-15T08:55:00,2024-04-18T21:55:00,85.0,neutral,Heather Parker
d45517ee-55cf-47f4-94dc-b8078b7b25f5,4750d1ca-526f-4400-be1a-57ffca19085e,product,2024-10-05T13:14:10,2024-10-15T10:14:10,237.0,neutral,Juan Arellaano
01ac0a1b-80d5-4b1e-92c9-08f9e845def8,5e1ec182-4ef8-41fa-85d0-3bef5e49e334,refund,2025-07-02T03:20:37,2025-07-06T11:20:37,104.0,positive,Angela Hicks
e416bb2c-412c-4706-a9df-23cda0bd7725,9df1211d-8f4f-4449-aec0-a29c891952da,product,2024-04-15T08:08:55,2024-04-25T05:08:55,237.0,positive,Linda Morgan
f4a3d1ea-8c1f-4355-bd4d-7a70a2da7c93,c4b48758-5de5-4377-acbd-abee14fe460d,delay,2024-01-06T20:14:06,2024-01-07T20:14:06,24.0,neutral,Beth Sanchez
193fcd45-b710-404d-bad8-7f292fa54d7c,a5e83ff0-8c30-4a58-a4ef-3e76c3a387cb,refund,2023-12-10T21:35:53,2023-12-14T21:35:53,96.0,neutral,Marvin Evans
5feb17a7-ad95-4909-8c4a-9b18627389bd,c952bea4-1a37-4416-a3da-4fd2b671a028,product,2025-04-03T10:25:39,2025-04-09T14:25:39,148.0,neutral,Tara Simmons
3ffe4012-785e-48e2-b670-4fb0017e1862,34cfa280-0ce3-484c-9e3b-7dcdcfe5a9ee,refund,2024-02-26T13:27:23,2024-03-01T15:27:23,98.0,neutral,Sonia Alvarado
4b44441f-178c-4edc-aa90-9dd2af0f235d,35297f3d-573b-4b1b-883c-b167a71165fc,delay,2025-06-14T06:13:04,2025-06-19T07:13:04,121.0,negative,Lisa Osborne
9730ed35-99e6-4c45-836f-854a7981d280,a1a9818c-06ed-41b7-bf54-94d71ede6a06,payment,2025-05-24T20:31:48,2025-05-29T04:31:48,104.0,negative,Roger Noble
93a9d0f0-f0ac-4705-9f2d-161a5f97b152,a638c93b-3206-403e-a438-db2d67ac68d3,delay,2024-01-31T00:00:00,2024-02-01T19:00:00,43.0,negative,Richard Morris
9625e860-71bf-42bd-a43d-7947b842835a,bd28cbad-c4d0-4576-b1f8-10daf3ad2bc4,payment,2025-06-12T13:43:50,2025-06-14T12:43:50,47.0,positive,Katherine Hunt
e6f9e9cd-a9de-4e3a-b95b-fd5348b6924a,22315348-1c50-4fa3-b5c9-6a0d8f9ae257,payment,2025-02-16T03:09:31,2025-02-16T19:09:31,16.0,neutral,Guy Hernandez
a8184844-a490-4ece-8fbd-fae85d152893,4e7279f6-2026-49c6-9108-7ad02e931fb6,refund,2024-11-26T08:08:11,2024-12-06T01:08:11,233.0,negative,Ruth Morris
